date,description,earnings,job_title,job_type,link,text,title
2022-08-22 16:05,"
        
We recently purchased a hospitality business.  The restaurant has been closed for some years.  We are looking to open it no later than Christmas.  This is a brand new revision.  We need to start from scratch.  Therefore, I am interested in interviewing qualified people for this position who demonstrate the following criteria capabilities.

Creating a menu with North American and typical cuisine
Breakfast, lunch, dinner, and snack items
Indoor and outdoor dining area with table clothes, and table settings. (approx. 12 tables)
Lounge area with sofa and chairs for socializing and drinks
The servicing pool area and swim-up bar
Organizing Sunday buffets breakfast and other promotional specials
Managing staff
Organizing bar area and possible events
Hosting events, parties, and group reservations
    ",Salary to be determined,Restaurant Manager,tiempo completo,https://costarica.craigslist.org/fbh/d/restaurant-manager-chef/7524713220.html,Restaurant Manager/chef,Restaurant Manager/chef
2022-08-22 18:06,"
        
Chef/ Kitchen Manager , 70 Seat Established Restaurant. At THE GRATEFUL HOTEL  in Palm Beach Estates Playa Grande , We are open 7 days a week, Gourmet Restaurant, Live music  5 days per week in need of the right person to properly manage the kitchen ,Spanish (90%) / 85% English, To end this season and start the next,  Unique long term opportunity,
    ",based on experience,Chef/ Kitchen Manager,tiempo completo,https://costarica.craigslist.org/fbh/d/chef-ktichen-manager/7524760051.html,Chef Ktichen Manager,Chef Ktichen Manager
2022-08-23 15:55,"
        
Se requieren anfitrionas/saloneras para club privado, excelente ambiente y horario
    ",Excelente remuneración,Anfitrionas/saloneras,tiempo completo,https://costarica.craigslist.org/csr/d/anfitrionas-saloneras/7525138551.html,Anfitrionas/saloneras,Anfitrionas/saloneras
2022-08-23 17:39,"
        
Helper Here!! (CR:::)
Hello People....due to this recession I haven't worked for several weeks so now I'm looking for someone who will need my help with anything...a mean anything, you name it and I will help, tour guide, translations, contacts, errands, gardening, small paintings, etc...Also if you have stuff you no need anymore I take it...Used clothes, shoes, furniture, home stuff, or whatever, I take it. I'm a serious, honest, and truth-worthy person. Bilingual. Thank you for reading and hope I can help you and you can help me... Roberto G.
    ",In Exchange,HELPER,contrato,https://costarica.craigslist.org/lab/d/helper-here/7522738173.html,Helper Here !,Helper Here !
2022-08-22 18:57,"
        
A financial company in a booming industry is looking for the best closers in Costa Rica.


We are building the best sales team in Costa Rica, and are excited to invite you to take part in a growing family and seize a lifetime opportunity.


Please only apply with us if you meet all of the requirements below:


Responsibilities:

You will be taking inbound queue calls and conducting outbound calls with potential prospects.
You will be managing your own sales pipeline.
You will be meeting weekly/monthly/yearly sales goals.

Qualifications:

Our ideal candidate is a hard worker with an excellent work ethic.
Our ideal candidate must speak, read and write fluent English.
Our ideal candidate lives in San Jose, Costa Rica, preferably in or around Escazu.
Our ideal candidate is hungry for success and would like to change their life for the better while helping other people on a daily basis.
Our ideal candidate is not afraid of the phone.


If you think you would be a good fit for this job position, please submit your CV.
    ",$1000-$3000,Sales Agent,tiempo completo,https://costarica.craigslist.org/sls/d/only-apply-if-you-are-closer/7524774964.html,Only Apply If You Are A Closer,Only Apply If You Are A Closer
2022-08-24 10:40,"
        
Overview: As an agent, you will answer incoming calls from customers about general inquiries, billing, payments, basic tech support, and customer service, also you will document your interactions.

Competencies: Active listening, empathy result-oriented

Responsibilities:

Handle telephone calls from customers per the established criteria
Resolve problems efficiently and professionally
Requirements:

English level B2- 85%
Intermediate use of computer programs- Windows environment
Ability to type proficiently
High School Degree +
Work experience +
Job Types: Full-time, Permanent

Salary: ₡450,000.00 - ₡500,000.00 per month


    ","₡450,000.00 - ₡500,000.00 per month",Customer Support Representative,tiempo completo,https://costarica.craigslist.org/csr/d/customer-support-representative/7525407894.html,Customer Support Representative,Customer Support Representative
2022-08-24 11:15,"
        
Overview: As an agent, you will act as a liaison, provide product/services information, and answer questions via phone calls related to general inquiries about our internet service, and basic technical support.

Competencies: Identify and define problems, Active Listening , and Empathy

Responsibilities

Provide accurate, valid, and complete information by using the right methods/tools
Build sustainable relationships and trust with customer accounts through open and interactive communication
Provide appropriate solutions and alternatives to customers
Requirements

English level B2- 85%
Work experience +
Typing 20WPM
Effective communication
Tipo de puesto: Tiempo completo, Permanente

Salario: ₡450,000.00 - ₡500,000.00 al mes


    ","₡450,000.00 - ₡500,000.00 per month",Guided Customer Support Representative,tiempo completo,https://costarica.craigslist.org/csr/d/guided-customer-support-representative/7525426735.html,Guided Customer Support Representative,Guided Customer Support Representative
2022-08-24 20:42,"
        
Need Open/Close agent, for WU fresh leads , wen i said fresh leads i'm the source, need one agent, all tools to complete the job.

No drama , from Mon to Fri: 8 to 2
    ",40 open 30 close,"WU fresh leads , one agent needed",tiempo parcial,https://costarica.craigslist.org/acc/d/need-one-agent-for-wu-fresh-leads/7525652874.html,Need one agent for W.U Fresh Leads.,Need one agent for W.U Fresh Leads.
2022-08-25 06:20,"
        
Sportsbook looking for candidates with EXPERIENCE ONLY. High level of English is required. Ticket Writer is an asset, but will provide system training for qualified applicants. Starting wage will be $5.50 per hour. Full Time, Part Time and Night Shift positions available.
    ",$5.50,Sportsbook Agents,tiempo completo,https://costarica.craigslist.org/csr/d/sportsbook-agents/7523346545.html,Sportsbook Agents,Sportsbook Agents
2022-08-25 06:20,"
        




Sportsbook looking for candidates with EXPERIENCE ONLY. High level of English is required. Ticket Writer is an asset, but will provide system training for qualified applicants. Starting wage will be $5.50 per hour. Full Time, Part Time and Night Shift positions available.
    ",$5.50 per hour,Sportsbook Agents,tiempo completo,https://costarica.craigslist.org/csr/d/sportsbook-agents-wanted/7518716138.html,Sportsbook Agents Wanted!,Sportsbook Agents Wanted!
2022-08-25 09:23,"
        
Sportsbook looking for candidates with EXPERIENCE ONLY. High level of English is required. Ticket Writer is an asset, but will provide system training for qualified applicants. Starting wage will be $5.50 per hour. Full Time, Part Time and Night Shift positions available.
    ",$5.50 per hour,Sportsbook Agents,tiempo completo,https://costarica.craigslist.org/csr/d/sportsbook-agents/7516735094.html,Sportsbook Agents,Sportsbook Agents
2022-08-25 08:47,"
        
Sales on sweeps......make money by commission 40% after the first is 30%. if you speak English as a second language or native speaker,please contact through this e-mail. people are interested only. No drama, responsability is a request!
    ",40%- 30%,sales on sweeps,tiempo parcial,https://costarica.craigslist.org/sls/d/opener-or-closer-on-sales/7515012499.html,Opener or Closer on sales,Opener or Closer on sales
2022-08-25 09:11,"
        

Busco profesor o profesora de japonés.

Mas información responder xfavor..con su ubicación, horarios, costo, etc

Para clases y analizar opciones de material didactico para las clases.

    ",222,Se busca profesor(a) de japones,opción del empleado,https://costarica.craigslist.org/edu/d/se-busca-profesora-de-japones/7525777821.html,Se busca profesor(a) de japones,Se busca profesor(a) de japones
2022-08-26 08:46,"
        
fresh names with all the information of the client, with updated date, we do not sell waste of time, I only do business with serious people, minimum purchase 200 and more. The payment is made in full, the information is delivered the same day, we offer you a sample to verify my product, all the numbers are active.

    ","$4 per name, min #200",WU leads for sale,tiempo completo,https://costarica.craigslist.org/csr/d/wu-leads/7526185905.html,W.U leads,W.U leads
2022-08-29 01:27,"
        




We're excited for you to learn, grow, and contribute right away! We trust you'll bring experience and knowledge to uplift and level the team, but we don't expect you to know everything on Day 1.


Are you a self-learner with money-driven native sales skills and vast experience in complex deals such as cash advances, collections, software sales, commodities, real estate, web sales, etc.? And you possess high responsibility standards, commitment, determination, and immediate availability. Like what you are reading above but still not sure?



Someone who connects with people and enjoys meaningful interactions while expanding their network. Plus, it strives to deliver a great customer experience by building relationships and exhibiting empathy – no matter the situation- ultimately turning curious prospects into loyal customers.



You will contact candidates who expressed interest in starting a home-based business and are ready to invest if they have time to dedicate to it. They all expected to receive a callback to hear our business recommendation to move forward.










    










 



Full-time job, exempt, on-site position located in Heredia and San José (Oficentro La Sabana), but you'll be working from home to start.















 We do not accept unsolicited resumes and will not be responsible for fees related to such.
    ","Commission based - From $50 to $12,500 per sale plus bonus",Sales Representative,tiempo completo,https://costarica.craigslist.org/sls/d/high-commissions-web-sales-agent/7527271913.html,High Commissions - Web Sales Agent,High Commissions - Web Sales Agent
2022-08-26 19:19,"
        
Bar/ 70 seat Restaurant Supervisor  with upward endless possibilities, Gourmet Restaurant Live music 5  x per week,Top Bartending and Supervisor experience a must, 85% English/Spanish . Email resume to  
 or text only please 8707-9939. This a position of great responsibility.
    ",Base on Experience,Supervistor,tiempo completo,https://costarica.craigslist.org/fbh/d/supervisor-bar-70-seat-restaurant/7526475627.html,Supervisor Bar / 70 Seat Restaurant,Supervisor Bar / 70 Seat Restaurant
2022-08-29 11:05,"
        
One of our clients is looking for a Junior Architect for either full or part time employment. Position is remote and reports directly to company CEO, who is the Chief Architect. Company works with major developers to being multi-family projects to life.
Proficient in both Auto desk Rivit and AutoCad. A minimum of 1 year experience developing architectural construction documents for multi-family residential projects. Able to read and understand engineering drawings to coordinate all disciplines with architectural drawings. Able and motivated to work independently, while at same time able to work in tandem with collaborative multi-discipline design team. Compensation based on experience and work history. Room for advancement.
    ","$40,000-$50,000 to star",Junior Architect,opción del empleado,https://costarica.craigslist.org/egr/d/junior-architect/7527426868.html,Junior Architect,Junior Architect
2022-08-29 10:37,"
        
Hello, I am offering my services as a multifunctional personal assistant.
Extensive experience in:

- office work including electronic invoices
- taking care of your house if you have to travel
- I love little animals, I can also take care of them
- Specialty in elderly care, I work in the health area so, I have the love, experience, and patience for this job

please contact me if you need bilingual assistant
    ",negociable,need bilingual assistant,tiempo completo,https://costarica.craigslist.org/ofc/d/need-bilingual-assistant/7527379851.html,need bilingual assistant,need bilingual assistant
2022-08-29 13:34,"
        
If you have high organization and interpersonal skills and thrive in helping people have a great experience. We would like to have you join out team. 
As an Event planner you will plan and organize vacation stay details, weddings, birthday and special occasion celebrations, business meetings, retreats and social events. 
You'll manage the whole process from the planning stage, right through to running the event and carrying out the post-event evaluation. The role is primarily hands-on and often involves working as part of a team.
Responsibilities
As an event planner, you'll need to:
•	liaise with clients to find out their exact interests and requirements
•	produce detailed proposals for vacation stays, and events (including timelines, venues, suppliers, legal obligations, staffing and budgets)
•	research venues, suppliers and contractors, then negotiate prices and hire
•	manage and coordinate suppliers and all event logistics (for example, venue, catering, travel)
•	manage all pre-event planning and marketing.
•	coordinate suppliers, handle client queries and troubleshoot on the day of the event to ensure that all runs smoothly and to budget
•	coordinate and help organize the rest of the team.
•	organize facilities for car parking, traffic control, security, first aid, hospitality and the media
•	make sure that insurance, legal, health and safety obligations are followed
•	oversee the dismantling and removal of the event and clear the venue efficiently
•	produce post-event evaluation to inform future events
•	research opportunities for new clients and events.
Skills
You'll need to have:
•	organizational skills and attention to detail
•	communication and interpersonal skills
•	negotiation skills when looking for the best price from venues, suppliers and contractors
•	time-management skills and the ability to work under pressure to ensure the efficient running of an event
•	project management experience
•	problem-solving skills and diplomacy
•	sales and marketing skills to promote the event and attract sponsorship
•	the ability to manage budgets
•	a flexible, target-driven, proactive approach
•	administrative and IT skills
•	self-motivation and enthusiasm.
Work Experience
Relevant experience, either paid or voluntary, and knowledge of the industry of event management, hotel or catering management, leisure and tourism, marketing or business may be useful. and Bilingual English and Spanish is very helpful.
    ",Based On Experience,Event Planner Concierge,tiempo completo,https://costarica.craigslist.org/fbh/d/event-planner-concierge/7522604293.html,Event Planner Concierge,Event Planner Concierge
2022-08-29 15:58,"
        
we are looking for cold caller
We are looking for a highly motivated, well-spoken individual who has tremendous phone skills and has the ability to build rapport with ease. You will be working a majority of your time on the phone and computer making outbound calls to homeowners using a triple-dialer system. Experience with a predictive dialer is a must.

We are looking for someone who is able to identify key motivating factors in prospects, and is able to collect as much information as possible .
You will need to be exceptional at following a script, asking questions to uncover motivation to sell (such as condition of the property, timeline to sell, reason for motivation and price). You will be working with individuals in regard to their property and may be in distressed situations.

Responsibilities and Duties

-Build rapport with sellers, listen, ask questions, filter for motivation to sell and overcome objections
-Prequalify leads and take appropriate notes and properly identify and record level of motivation, price and additional information in regards to the seller and property
-Follow and master scripts (provided)
-Sets weekly goals with lead manager
-Calls weekly at 36hrs per week

Qualifications and Skills

-Cold calling experience is a must (in sales)
-Communicates kindly and optimistically
-Must not be afraid of rejection
-Comfortable and productive spending 95-100% of their time on the phone
- Versed in situations where you need to ask the seller to divulge personal information regarding the condition of their home or property, or other personal situations that might be influencing their desire to sell
-Self-motivated
-Basic understanding of computers and navigating the Internet
-Practices, memorizes, and internalizes scripts
-Bilingual is a plus but not required
-Must be English-speaking and well spoken
-Solid internet connection.
-Quality headsets with noise cancelation.
When applying please attach a voice recording sample introducing yourself or an actual recording of a call made by you in the past.

Work days - Mon-Sat 6 hours a day shifts.
Working from home
Hourly rate – 4$ + Attendance bonus & Target reaching bonus- if achieved, salary will be about 1,000$-800$ per month.

Our team is growing fast and we always have options for promotion to become a lead manger, team leader, trainer, acquisition manager and more.
Looking for someone who is hungry to close and is bonusses driven.
    ",4-5 per hour,cold calling,tiempo completo,https://costarica.craigslist.org/rej/d/cold-calling/7527563542.html,cold calling,cold calling
2022-08-29 17:32,"
        
MMC home solutions is a real estate company located in South Carolina

We are looking for someone with a customer service background, native or close to native English. 

You would be working as a lead specialist which involves a lot of back-office work and cold calling. 

If you fit this description and you are very organized please send 1-minute recording telling me about yourself and why you would be a good fit, remember to add your CV.  The CV will be the best example of how well organized and methodical you are if your CV has different fonts, grammar errors and is not in pdf format that will let me know most of what I need to know before interviewing you, so please dedicate some time to make it look presentable. 

This is an entirely remote position,  you should already have a laptop and headset as well as a dedicated place to work. 
The schedule is Monday to Friday office EST hours. 

$1500 monthly pay. 


    ",$1500 monthly,Work from home CS,tiempo completo,https://costarica.craigslist.org/csr/d/customer-service-wfh/7527595840.html,Customer Service WFH,Customer Service WFH
2022-08-29 18:15,"
        
Get great deals on the best cell phone Lines, 4 lines whit your own set up for $1500 and 200 mountly  the best telephone system for cell phones, more than 20 countries, free, local or cell numbers, with the best programs for your company, also web pages for your company, you can rent your numbers monthly edited your way or buy the system, fast training for a better experience, cell phone included.

    ","4\Phone number and set up , for $500.",Cell Phone Lines Sistem.,contrato,https://costarica.craigslist.org/acc/d/line-provider-get-great-deals-on-the/7527613667.html,Line Provider Get great deals on the best cell phone Lines,Line Provider Get great deals on the best cell phone Lines
2022-08-30 10:44,"
        
Only if your an experienced  closer 

Great leads 

All the tools

No drama 

Contact Sal 71798091
    ",Commission,Closer,tiempo completo,https://costarica.craigslist.org/lab/d/we-need-closer/7527834131.html,We need closer,We need closer
2022-08-30 15:46,"
        
Marketing
We are looking for an enthusiastic Marketing Specialist to help us in our overall marketing efforts. You will be an integral part of the development and execution of marketing plans to reach targets from brand awareness to product promotion.

A Marketing specialist should be a competent professional able to grasp consumer behavior trends and generate creative ideas. You should also be well-versed in specialized marketing concepts, principles, and tactics.
The goal is to deliver effective marketing programs that will help our reputation and growth.

Responsibilities
• Conducting market research to find answers about consumer requirements, habits, and trends
• Brainstorming and developing ideas for creative marketing campaigns
• Assisting in outbound or inbound marketing activities by demonstrating expertise in various areas (content development and optimization, advertising, events planning, etc.)
• Conduct market research to find answers about consumer requirements, habits, and trends
• Brainstorm and develop ideas for creative marketing campaigns
• Assist in outbound or inbound marketing activities by demonstrating expertise in various areas (content development and optimization, advertising, events planning, etc.)
• Liaise with external vendors to execute promotional events and campaigns
• Collaborate with marketing and other professionals to coordinate brand awareness and marketing efforts
• Plan and execute initiatives to reach the target audience through appropriate channels (social media, e-mail, TV, etc.)
• Assist in analyzing marketing data (campaign results, conversion rates, traffic etc.) to help shape future marketing strategies
• Undertake individual tasks of a marketing plan as assigned

Requirements and skills
• Proven experience as a marketing specialist or similar role
• Thorough understanding of marketing elements (including traditional and digital marketing such as SEO/Social media etc.) and market research methods
• Demonstrable experience in marketing data analytics and tools
• Solid computer skills, including MS Office, marketing software (Adobe Creative Suite & CRM), and applications (Web analytics, Google Adwords etc.)
• Photo and Video creation and editing skills
• Knowledge of HTML, CSS, and web development tools (e.g. Dreamweaver) desired
• Well-organized and detail-oriented
• Exceptional communication and writing skills
• Bilingual in English and Spanish
• Commercial awareness partnered with a creative mind

If you have the above skills, please contact us to set up an interview.
    ",Based On Experience,Marketing and Admin,tiempo completo,https://costarica.craigslist.org/mar/d/marketing-and-admin/7527962715.html,Marketing and Admin,Marketing and Admin
2022-08-31 10:45,"
        
cerca de heredia... limpiar apartamento... escribir por whatsapp al 00 506 6351-0483
vivir en el apartamento (opcional si asi lo desea)
    ",200000,empleada domestica,tiempo parcial,https://costarica.craigslist.org/lab/d/mujer-domestica-18-35-aos/7528243282.html,mujer domestica 18 a 35 años,mujer domestica 18 a 35 años
2022-08-31 11:50,"
        
Velocity Trades introducing broker program is designed for individual or corporate entities who wish to introduce their clients to Velocity Trades for trading. Our partners earn a rewarding and competitive rebate any time trades are executed on the Velocity Trades platform by their introduced clients.
    ","Rebates, Commission, OR,",Introducing Broker Program/Affiliate,opción del empleado,https://costarica.craigslist.org/sls/d/introducing-broker-program-affiliate/7528275754.html,Introducing Broker Program/Affiliate,Introducing Broker Program/Affiliate
2022-09-01 12:14,"
        
Experienced copywriter available for your next project. Experience includes writing for websites, blogs, articles, reviews, game descriptions, etc. Skills include: Professional Copywriting, Research, Time management skills, Content creation skills and SEO.
    ",TBD,Copywriter,contrato,https://costarica.craigslist.org/wri/d/copywriter-for-hire/7528688135.html,Copywriter for Hire,Copywriter for Hire
2022-09-01 14:15,"
        
Send us your resume and a voice recording if you possess the following qualifications:

- Native or C1/C2 CEFR English level
- High school and/or higher education
- Talkative with excellent communication skills
- Proven customer service experience in fast paced environments
- Costarican citizenship or working papers up to date
- Excellent attitude and teamwork
- Able to perform via phone, email and chat
- Strong work ethics, confidentiality, commitment, and pro-activeness
- Able to work under pressure
- Active listening skills
- Very detail oriented and fast typing skills
- Fast learning and data retention abilities

Offer paid training, M-F / 7-6 schedules -- ON SITE JOB
    ",Salario en dólares,Customer Service Representative,tiempo completo,https://costarica.craigslist.org/csr/d/have-perfect-english-and-cs-experience/7524627064.html,Have perfect English and CS experience?,Have perfect English and CS experience?
2022-09-01 14:15,"
        
Our company is looking for talented money driven sales agents with native English (or close to native), plenty experience in sales, and immediate availability.

If you have those requirements and are willing to work on the company's site, reply to this add attaching your resume, tell us the reasons you believe make you an ideal candidate for our company.

We are offering $1300 base+commission, paid training and M-F / 8-5 schedule. ***NOT A WFH***
    ",competitive salary+commission in USD,Sales Agent,tiempo completo,https://costarica.craigslist.org/sls/d/looking-for-talented-salespeople/7527831702.html,Looking for talented salespeople!,Looking for talented salespeople!
2022-09-01 14:15,"
        
Send us your resume if you possess the following qualifications:

- Native or C1/C2 CEFR English level
- High school and/or higher education
- Talkative with excellent communication skills
- Proven hard sales working experience in fast paced environments
- Costarican citizenship or working papers up to date
- Willingness to work on the company's premises

Offer paid trainig, M-F / 8-5 schedules
    ",$1300 + commision,CS Agent required,tiempo completo,https://costarica.craigslist.org/csr/d/looking-for-people-with-perfect-english/7524627726.html,Looking for people with perfect English and sales experience,Looking for people with perfect English and sales experience
2022-09-02 15:27,"
        
We are looking for a driven, upbeat, energetic person to add to our team! You must love talking on the phone, and be driven to succeed! You will be following up with leads we already have to find motivation and set an appointment for out closre.   (If you haven't called people in the past, please do not apply). You must be a friendly, hard working and experienced in using a dialer.  Experience working in a call center would be preferred.

If this sounds like a job you might be interested in, and meet the requirements, please submit a short voice recording (1-2 mins is fine) and tell me a bit about yourself and why you think you might be a good fit for this position! We offer a bonus for all closed deals that you generated above the hourly pay. We are looking forward to hearing from you!

To apply for this job and be considered for an interview, please follow this link:
https://podio.com/webforms/26448198/2001664

I won't be reaching out to people who only send a message on Craigslist.

Job requirements: Must have a quiet space to work, free from distractions, a reliable computer ane quick internet connection, plus a noise cancelling headset. Experience using a dialer such as Xencall is preferred. Excellent English skills are required. Cold calling experience is required, and in real estate wholesaling is preferred.
    ",$5/hour depending on experience plus commission,Real Estate Appointment Setter,tiempo completo,https://costarica.craigslist.org/rej/d/jr-acquisitions-for-real-estate-investor/7529176498.html,Jr. Acquisitions for Real Estate Investor,Jr. Acquisitions for Real Estate Investor
2022-09-03 16:14,"
        
We offer positions for the sales department.
Just for experienced in Cold Calls, Sports and Sales. 

This is just based on commissions. 
Only experienced people are accepted.

Commissions are up to 25% over your production.
If is on your interest, please send us your resume and we will contact you.

Emails, calls and whatsapp available.
    ",Percentage for Production,High Seasson &amp; Good Commission,opción del empleado,https://costarica.craigslist.org/sls/d/looking-for-high-seasson-with-good/7529596667.html,Looking for high seasson with a good commission?,Looking for high seasson with a good commission?
2022-09-04 17:12,"
        
Sports gaming company looking for customer service representatives to join our growing team. This role is suitable for candidates with AND without experience in the sportsbook industry.

Requirements:
-Excellent written and verbal English skills
-Good attitude
-Proactive
-Schedule flexibility
-Ability to handle demanding customers with patience, empathy and professionalism.

*We do not offer work from home.
    ","$5.50 per hour minimum, based on experience",Customer service representative,tiempo completo,https://costarica.craigslist.org/csr/d/looking-for-customer-service-reps/7529943565.html,Looking for customer service reps,Looking for customer service reps
2022-09-03 19:42,"
        
Are you looking to work from home for an established sportsbook? 
If this sounds like the job for you here's what you'll need.

     *100% Spoken English
     *100% Written English
     *Ability to make 200 calls a day 
     *Ability to work with CRM software
     *Excellent communications skills 
     *Motivated by money 

Send us your CV so you can be considered. We look forward to meeting you! 

 


    ",Salary + Commission + Bonus,Sportsbook Sales,tiempo completo,https://costarica.craigslist.org/sls/d/sportsbook-sales/7529653660.html,Sportsbook Sales,Sportsbook Sales
2022-09-05 15:27,"
        
Established sportsbook is looking for a team player to join our stage department.

Donbest - DGS experience a must.

Candidates must be willing to work 6 days a week from the office.

Full time.  

Send us your resume
    ",$1600,Line mover,tiempo completo,https://costarica.craigslist.org/csr/d/line-mover-needed/7530284514.html,Line mover needed!,Line mover needed!
2022-09-04 17:23,"
        
We are hiring talented staff for our Sales Department.

    ",Negotiable based on experience,Sales Agent,tiempo completo,https://costarica.craigslist.org/sls/d/sales-representative/7529946699.html,Sales Representative,Sales Representative
2022-09-05 15:54,"
        
2022 NFL & College Football Fresh Sportsbook Post Up Leads.
We have names, addresses, emails and phone numbers the cost per lead is $1.50 Great leads.. $$$

Feel free to contact me for more information.
    ",$1.50,Sportsbook leads,tiempo completo,https://costarica.craigslist.org/sls/d/fresh-sportbook-leads/7526873050.html,Fresh Sportbook leads,Fresh Sportbook leads
2022-09-05 16:43,"
        
PACR is looking for a qualified 7th grade English Language Arts teacher .
North American Curriculum, US school year.
    ",Competitive,English Language Arts Teacher,tiempo completo,https://costarica.craigslist.org/edu/d/7th-grade-english/7530313271.html,7th Grade English,7th Grade English
2022-09-06 14:44,"
        
Costa Rica

SND debt Relief is looking for debt specialists to add to our Sales and Enrollment department. The ideal candidate will shine as the first form of contact for potential clients. Personable, charismatic and patient, our Sales/Enrollment agents will introduce new clients to SND Debt Relief, as a company and as a service.

Having a genuine interest in helping people will go a long way as a Sales/Enrollment agent. You will work directly with a Sales/Enrollment manager to help improve the onboarding process. Your top priority will be to help potential clients understand the service SND Debt Relief provides and how it can benefit them. You will also be tasked with assessing whether potential clients qualify for the program based on their debt relief needs.

Key Responsibilities:

Respond to inbound inquiries regarding the SND debt settlement program. No cold calling required.
Knowing SND Debt Relief extensively (company and service)
You must be able to sufficiently explain SND Debt Relief’s offerings to clients
You will be tasked with determining client suitability for our service based on client’s financial situation
Keep an accurate record of client conversations through CRM
Qualifications:

Must have a high school diploma or higher
Relevant work experience is preferred
Basic computer skills required
Strong communication skills needed
You must be organized
You must be confident
Must be able to work full time / flexible hours

This position is a commission based only

This is a remote position. 

To apply, please email your resume and cover letter to this add with the subject line""Applicant for Sales Position""
    ",COMMISSION BASED ONLY,Sales Agents,tiempo completo,https://costarica.craigslist.org/ofc/d/sales-agent/7530680089.html,Sales Agent,Sales Agent
2022-09-05 17:41,"
        
We are looking for experienced sales agents who can sell anything to anyone. 

Requirements:

Great work ethic!

Great English!

Sales hunger!

Think you're the best of the best? Send us your CV.
    ",Competitive base + very attractive commission. (will be discussed with suitable candidates).,Sales Agent,tiempo completo,https://costarica.craigslist.org/sls/d/sales-agents-needed/7530321046.html,Sales Agents Needed,Sales Agents Needed
2022-09-08 13:59,"
        
Se busca persona con experiencia. Responsable para trajar en Taller en Escazu
    ",A convenir,Mecánico,tiempo completo,https://costarica.craigslist.org/lab/d/mecnico/7531483237.html,Mecánico,Mecánico
2022-09-08 13:50,"
        
We're a company with over 25 years in Nutrition, Health, and Wellness Industry.

Sales Specialist
$1,200 base salary plus bonus and commission.
Earn upwards of $2,250 or more per month.

This position is on-site (not remote).
Monday - Friday
No experience required.
A native level of English is a must.
Pay through Caja.
    ","$1,200 base salary plus bonus and commission. Earn upwards of $2,250 or more per month.",Sales Specialist,tiempo completo,https://costarica.craigslist.org/csr/d/sales-specialist-native-english-required/7531474770.html,Sales Specialist / Native English Required,Sales Specialist / Native English Required
